Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Platforms,Sources
4229YTuiPcKwbvbemParh45d5UzHqg4iu66fB11adpbcAyC4kwmnMkkkc7nkMjpjYj8RQgyRFULuMgE7LAvybp8a,1743051668,2025-03-27T05:01:08.000Z,TOKEN SWAP,E7vSer9quJGkyWhZsYzFeyp9ZhVTqkh4Mkqte4MVUug4,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,435435593120,6,So11111111111111111111111111111111111111112,127154619299,9,17727.9,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
5yo5FfsHCs2uRnLdDGSofw6ebqXVBLwCyN4ahLeS2Rh5xKX9YkJxGQiypde9xWm69CU42afpp2CzRmLa2qvnMHFJ,1743040723,2025-03-27T01:58:43.000Z,TOKEN SWAP,EwWBsz8NdsdkRE8L7Lt6MHRDW5HRsnBE4jpq3izWbv5Z,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,420245780750,6,So11111111111111111111111111111111111111112,122998059167,9,17041.38,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5qksoGBDka9qvG8zFprbPbfm5m66EahimRSgvaYEVDixJwH4mpyGFHi49uZEka617Vp8RJ5cKFqEJctuMney3nCE,1743036134,2025-03-27T00:42:14.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,So11111111111111111111111111111111111111112,72938903730,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,247332520024,6,10056.09,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
48e47X1QPZcuLpf6DNef4qa4UEJtfGZ8HS3NeYf1Sv8MFn1WbyfCWvXVJKUajWiJ49zqompkFv3fDo8PgtGtrFeq,1743036133,2025-03-27T00:42:13.000Z,AGG TOKEN SWAP,DZn8xATorGpEb5xh5EkdGhcCuakumW49at3EfzpCS7zA,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,283079069703,6,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,221963076312,6,11379.38,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|opnb2LAfJYbRMAHHvqjCwQxanZn7ReEHp1k81EohpZb
3Gm68s3eCANsKk5x5qJEbpsC8mK2sah6bYE3NpsCEBXX5WKgBXf1U4rmmbsjQyU2znisrR3sfJJXEhVrfmNFhQei,1743010134,2025-03-26T17:28:54.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,559255587534,6,So11111111111111111111111111111111111111112,158532166691,9,21983.66,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4FbBUdB3qzvtUd53RqLbkexQadQACiHmuMU9kdxW13hsjpN2pYzedDZDmVN4yD2nW5GmHN3nxMLbqqb6xtG4WSd5,1743010134,2025-03-26T17:28:54.000Z,AGG TOKEN SWAP,7rtiKSUDLBm59b1SBmD9oajcP8xE64vAGSMbAN5CXy1q,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,27930752946,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,709006641861,6,27930.75,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|opnb2LAfJYbRMAHHvqjCwQxanZn7ReEHp1k81EohpZb|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4E7mivYVNKkbvSHUbo3b336u5WAt6JknvW4XbxhjaTADwjwTvy65yg4MJexryo6zJUHvrrYkr3A6JqzrFk5YqsUj,1743008604,2025-03-26T17:03:24.000Z,TOKEN SWAP,D1ppLwXR7cUK6Fjjp6okS2udjxw9LpkLvjVNunyQApJ1,So11111111111111111111111111111111111111112,145055600000,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,545657934467,6,20197.54,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
9VNsa6UfLSse8rANKbrV6TQDnGj7cTuELjUqghiqcHnVLm4u3gspnJYvVxjPRBrQpjco127EDG7Ps3ekjHK6hxC,1743008604,2025-03-26T17:03:24.000Z,TOKEN SWAP,142W5pZ3NZCaTx4Pdn1d2LZt49XiBiYMUTWddKh19Sh9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,928169638967,6,So11111111111111111111111111111111111111112,248881724022,9,34654.29,DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|DF1ow3DqMj3HvTj8i8J9yM2hE9hCrLLXpdbaKZu4ZPnz
2De1WNEkEJCcn8hpNkiMQjwfvUKZZDBdKPzmccsXWGVhiRs7jG7fm4fBCDhrtbzLGvi2gDtDsB9doAgPfmjLUwfp,1743004935,2025-03-26T16:02:15.000Z,TOKEN SWAP,Hj8AdXeeMcjjn9x1d9MajyZKAV8LFJwtJbk7qPLJkcu8,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,300000000000,6,So11111111111111111111111111111111111111112,84636533713,9,11812.72,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
4Y5qL6iSHRF1gGByaKkZ7ZX5sh9GMUcwiZRhGdeCBepZdtqDwb2m166QuSnNzxHksj3Akf7cucvkviJxMqGNizq7,1743004902,2025-03-26T16:01:42.000Z,TOKEN SWAP,Hj8AdXeeMcjjn9x1d9MajyZKAV8LFJwtJbk7qPLJkcu8,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,300000000000,6,So11111111111111111111111111111111111111112,84355801525,9,11773.54,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
3KQKYfVghUKKoG2Z8CJJKydTJcuxnWSsMU2RR2skw6FM4JLmMQdY6DbPWFUnGSFq7rQYbtEvCxMsbLHCiof16edZ,1742978824,2025-03-26T08:47:04.000Z,AGG TOKEN SWAP,CHCsdbMKYCLVPQh1vCTYS8ftxCUdrMRY8y9MeJiXaymH,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,500000000000,6,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,36532895442,6,22200.82,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc
5dyBmqeDaMi76bMRrNPea99SJh4tJynGfjAcdDhzkyMBwbApzTx5cHvW6DVGHtD6BSYJJUJkowccPzZD2RF5QvoP,1742978728,2025-03-26T08:45:28.000Z,AGG TOKEN SWAP,CHCsdbMKYCLVPQh1vCTYS8ftxCUdrMRY8y9MeJiXaymH,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,500000000000,6,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,36232195048,6,22018.09,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY
56ztoK3XC1ArysCQ3yFLmjBVHo5UrNrTdVdB6renij1X2hH7pGpewkzUV9gZjGjoubGYPmV5cDH8PbfQoSf26rC,1742916736,2025-03-25T15:32:16.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,So11111111111111111111111111111111111111112,91375605096,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,295400019693,6,13323.48,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
b1WC5bDzj83AiaDxNBSkn5Ee3tKNZBEaSDBvzVLdx3A55mrbSRVWGArEzZM82PJE8qUKHLUWdAkhH81eWvPgktN,1742916735,2025-03-25T15:32:15.000Z,AGG TOKEN SWAP,CHCsdbMKYCLVPQh1vCTYS8ftxCUdrMRY8y9MeJiXaymH,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,500000000000,6,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,38432913727,6,22457.97,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY
5a21US1Cc9QmzEamNGgpdnvSnxVC5Ai7hHJUEe5URh9dARz9zoUod2dmsKE1tvTC9bKr9qZo77Gac3tjPPK8nL67,1742915686,2025-03-25T15:14:46.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,So11111111111111111111111111111111111111112,125231563709,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,404320073504,6,18313.86,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
f1YpcvrgjMWcuPR2jiJ5uMZZFYNsvKRYD82H9BsaMEVvtxTPv8EcXFipxQaWKmtPQznvGGsc92qqsoyooqTVEfM,1742915686,2025-03-25T15:14:46.000Z,AGG TOKEN SWAP,Em6pyPLcjjPXwE4gcGNbTT4LSPFQmufkVpwqqpvEXCzD,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,525000428834,6,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,39758160948,6,22855.89,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc
5sEAnT483qMUukpKbKo8N7Td1RhG2amGra5DSsJw5XMzUXt9aRtSDjZ5KxG6Hdre2jG9LexGTUx1dqomqCY8RiDv,1742915320,2025-03-25T15:08:40.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,So11111111111111111111111111111111111111112,146897344679,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,470107176200,6,21514.59,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
3mN3jdccYGuSxtb1CUqkUDAP2SxaUuFGieSX7HnksMCRKZPsAheaitpVKsKRFkk3AhAWgVm9yybauT3zMRUqV3x7,1742915319,2025-03-25T15:08:39.000Z,AGG TOKEN SWAP,Em6pyPLcjjPXwE4gcGNbTT4LSPFQmufkVpwqqpvEXCzD,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,525000428834,6,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,40535565958,6,23287.28,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY|2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
2s23rNhStSc2BwtVTcaD2nA1WuecPSm5vy4AjF6iBqPLTSen5Bsav1tMjYHmfe5brgsKQr9sFWr7DPGFebm4AjP8,1742913434,2025-03-25T14:37:14.000Z,AGG TOKEN SWAP,6HdtKCx4Fe8YSzjromQYXuMdTgnC4xJpGcHFd3WFRXeZ,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,250000050644,6,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,44507796035536,9,11164.78,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc
2nyW5jMGiYsQocnw7YDr1zPhn6AJ2rYkXhHXK6EVmrksxu13J91hasT7n1HSxYHWfsgysoXKV9pnSf6ZuT5RiNhR,1742907724,2025-03-25T13:02:04.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,236667968125,6,So11111111111111111111111111111111111111112,80202847371,9,11388.8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5TCADqTSveoV1mo9mBmRNEeuzCPz6CLYBnrDbqWJP2hJXqpPyPfuZg8nMi4yxEtBs4VUjPhbf4XLoYJcBmcfRUYp,1742907724,2025-03-25T13:02:04.000Z,AGG TOKEN SWAP,3ngm9wFB1qKMXVwx9KEgNTEXdWNkusJk2GHkmF6XDc7W,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,18979748106,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,393404901941,6,18979.75,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|PhoeNiXZ8ByJGLkxNfZRnkUfjvmuYqLR89jjFHGqdXY|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
2hP5tNZsrkYyrMRF7m2cYJ1FQ3QUcoe7JeqZG9T3L39HUuAECWBhAjzKWB5tt2uxk7edSz6sKzbGmt6ZwQr4Wj9t,1742853223,2025-03-24T21:53:43.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,411090668805,6,So11111111111111111111111111111111111111112,136525367211,9,19383.87,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5aPsmUUTqrWYW129haiXnKimZn1V3rPdZHDDGBDsoyHfrjNMmiCUXQGDgpqB8mx2tPfwtVoksGRE2VVtR5wZsBEP,1742853223,2025-03-24T21:53:43.000Z,AGG TOKEN SWAP,9YbXS3JjQnkAU2NLs1iH1bqqEZruHUZD75jDZBQiZ1LF,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,27962465572,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,593435290387,6,27962.47,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y|2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|opnb2LAfJYbRMAHHvqjCwQxanZn7ReEHp1k81EohpZb|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc
2GrRrTZEtSbdR8GKCzT9xhj1fD2xrTUncjVVCKHSSeSP6ar4xd7dK1uHbTYihwfVvpwy9JH3xHHYhQJoX8nrhdbE,1742844720,2025-03-24T19:32:00.000Z,TOKEN SWAP,FG8LEP14GKw6ADNcqNHhVLNLuyMiJJFjzLrbiUEVQ75j,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,271854804641,6,So11111111111111111111111111111111111111112,86029130150,9,12275.5,BN111JnbLtbmQqqiCh7h2pDKhAhMx4wi77Mj7jJFbyp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|BN111JnbLtbmQqqiCh7h2pDKhAhMx4wi77Mj7jJFbyp8
2GrRrTZEtSbdR8GKCzT9xhj1fD2xrTUncjVVCKHSSeSP6ar4xd7dK1uHbTYihwfVvpwy9JH3xHHYhQJoX8nrhdbE,1742844720,2025-03-24T19:32:00.000Z,AGG TOKEN SWAP,FG8LEP14GKw6ADNcqNHhVLNLuyMiJJFjzLrbiUEVQ75j,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,271854804641,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,12254381927,6,12254.38,BN111JnbLtbmQqqiCh7h2pDKhAhMx4wi77Mj7jJFbyp8,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|BN111JnbLtbmQqqiCh7h2pDKhAhMx4wi77Mj7jJFbyp8
