Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Platforms,Sources
2TgSRLs3sZqeopNqK8JBv3hKe5bzPmtk1Uy3MpnbiNQJ4t4RT9VwcCnf4uGYNSuwojFE6YMJpHaNLghqfkZDyAoV,1741591219,2025-03-10T07:20:19.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,332540386951,6,So11111111111111111111111111111111111111112,100853952928,9,12867.96,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
3coFt4p3ZovToeJozm3PCQt6EEiLn3hx7vCVUQapdEpaE9YhGUwtg4hVrhDaTD1HuaMkhBQZgfz37PhftMbazpMq,1741591219,2025-03-10T07:20:19.000Z,AGG TOKEN SWAP,4ADEvhtouqBT4sUHVmx2T2GaqpNDTXXrvys4jkZk9W7x,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,14985000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,385040015186,6,14985,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
LmM4Gym4LKzbiaXbrMhdk3Je27JfkHTCkLmYeX6wL2VUq9CFZXc5Y5eKNRavjo5dCu6SKuQyGaUCA7Z5RmGvb7n,1741591210,2025-03-10T07:20:10.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,309439124169,6,So11111111111111111111111111111111111111112,93722671914,9,11958.08,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4RuJ2uVWzSU3ovGoXEfT7gzneFNgqtjMeKSzFGfoXPwSqPudvw42VcXg5wvS55qDkVrPvkabMZbssSdM5ANruQUU,1741591209,2025-03-10T07:20:09.000Z,AGG TOKEN SWAP,4ADEvhtouqBT4sUHVmx2T2GaqpNDTXXrvys4jkZk9W7x,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,14985000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,385985507732,6,14985,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
VifcSxDgqfSqDQp6fSQ88wZMgx47cSsCNVwDcyyPM9YTSrayBBMrWhFqoZ6gZcVyZ4BxdXkFh9gjshptwEga1wT,1741591203,2025-03-10T07:20:03.000Z,TOKEN SWAP,4GQeEya6ZTwvXre4Br6ZfDyfe2WQMkcDz2QbkJZazVqS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,287808146067,6,So11111111111111111111111111111111111111112,86953248197,9,11094.36,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
3XSfArX3RkK4SCS74VDcgNMDiWVLk5oAAwo2npykj4YHJx1euMQ3BJU3R146ZU4tmmVCQ2YWsbZY1mH962ruUgy9,1741591202,2025-03-10T07:20:02.000Z,AGG TOKEN SWAP,4ADEvhtouqBT4sUHVmx2T2GaqpNDTXXrvys4jkZk9W7x,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,14985000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,385230735159,6,14985,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|2wT8Yq49kHgDzXuPxZSaeLaH1qbmGXtEyPy64bL7aD3c|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
29xXZW4tYXFC97B4e72aAvdzZrrZVwCMTqmLLhMjixcQVHmW8eJjxzfASez46A6c5gnj51EWUJFyfaVzp7EWzWmd,1741591193,2025-03-10T07:19:53.000Z,AGG TOKEN SWAP,4ADEvhtouqBT4sUHVmx2T2GaqpNDTXXrvys4jkZk9W7x,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,14985000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,387453354994,6,14985,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
2sY1wWZAxC1ACZvENQKyHswE5pfBuTZ2SGzuVuDspiaoesyCLxdCthKFaM8AoUZVYhrZSoMHFAaYftbT9gPWdoor,1741591182,2025-03-10T07:19:42.000Z,AGG TOKEN SWAP,4ADEvhtouqBT4sUHVmx2T2GaqpNDTXXrvys4jkZk9W7x,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,14985000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,389995879030,6,14985,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4zqs8iC4nxuvkmBFzWzcoW7FRrbGaxRvi9Di6PJWHuGb64RHiD8rwtc9jRUMvx9cjobjykbbB8Lv8CZ3CMhH2aCy,1741590432,2025-03-10T07:07:12.000Z,AGG TOKEN SWAP,4ADEvhtouqBT4sUHVmx2T2GaqpNDTXXrvys4jkZk9W7x,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,24975000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,651426677318,6,24975,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y|swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4RYM73QhRphEqBpcCLq3bWJjcfpRo6tTLyK3cGLRZxMP4dcgpDrdSEQqgFXqvEN48QzkSQZefwaNRD5iwJZmUjTA,1741590422,2025-03-10T07:07:02.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,523501294256,6,So11111111111111111111111111111111111111112,154879692977,9,19756.45,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4qrtaKWxgifYB3pyz2dX8opzLQphFVXzXpzZN5gLMecmfsff8QZTj9mzRt85Qs4JDvpVWZF7DSKb2aqcBwDjVPDw,1741590422,2025-03-10T07:07:02.000Z,AGG TOKEN SWAP,4ADEvhtouqBT4sUHVmx2T2GaqpNDTXXrvys4jkZk9W7x,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,24975000000,6,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,654636708464,6,24975,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo
wYExh4jLqLvsSWSKCfcwHUPv2bGYgunfgeaza4vLWXHopwZmHfEHsLTN3hLB41DHoxxWqf8BtJGKAXquj2kMaii,1741573984,2025-03-10T02:33:04.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,499806022827,6,So11111111111111111111111111111111111111112,146981821862,9,18850.42,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5SCi8xBMEA5t1ubgnLygCkHYBpffBvTCmB72RKsKrzr3QQ6P78cQNh6Mg8Jd1ifZcnKtkmsukThN8arPdygzsHm9,1741573984,2025-03-10T02:33:04.000Z,AGG TOKEN SWAP,BNDvcP8rVZrNn7xDBHN8jxUh9RKpMB4TFMc42ia3wZvt,So11111111111111111111111111111111111111112,165124214262,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,559367662778,6,21177.18,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
283pUJ79mrM3ZT6iGMDFS87M66oagFwkdevyRHD6aNtp6Vu4zx77KNZz78nzhc1Gzhx9J5CMN3kQvDUxG8fSqTBE,1741539774,2025-03-09T17:02:54.000Z,TOKEN SWAP,D1ppLwXR7cUK6Fjjp6okS2udjxw9LpkLvjVNunyQApJ1,So11111111111111111111111111111111111111112,134779200000,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,467519879167,6,17276,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
2b1s1SsXBkjdKp1UxBdvppYCRtmuip5ZWwxcAKYYKF1Ht684giF8LQbnxVdmSoYZi52ypsJrh517eCRqcfMSPfmr,1741539773,2025-03-09T17:02:53.000Z,TOKEN SWAP,HLTpHPyNWbC4xsQskcNhS7es4f9DC1KKfNHBm3KresuC,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,821209317718,6,So11111111111111111111111111111111111111112,238437393015,9,30562.91,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma
66Yqo53AuTQF2gb2HiN8UksBmQb4aG2ffTMCZhATZN8yX2HM5FgZBtcKrsJugrFw7vo2sqSz8rD68WXTtvTJKYyU,1741539759,2025-03-09T17:02:39.000Z,TOKEN SWAP,3GqLbbfgCMRG1wcoa5tP6trVnRHGi4dXZ8AhRXCPdBfU,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,300034087944,6,So11111111111111111111111111111111111111112,88663569057,9,11364.9,E6YoRP3adE5XYneSseLee15wJshDxCsmyD2WtLvAmfLi,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|E6YoRP3adE5XYneSseLee15wJshDxCsmyD2WtLvAmfLi
37JKFzyfzuRPzJh2BggExnfbXpWie7K6FKGEeVZ6Ncvk7RFxfk4ZgnbYWSCWX6vqrUwMG3QasVudicPMKtvA9sQV,1741539759,2025-03-09T17:02:39.000Z,TOKEN SWAP,3GqLbbfgCMRG1wcoa5tP6trVnRHGi4dXZ8AhRXCPdBfU,So11111111111111111111111111111111111111112,88609103400,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,300080402928,6,11357.91,E6YoRP3adE5XYneSseLee15wJshDxCsmyD2WtLvAmfLi,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|E6YoRP3adE5XYneSseLee15wJshDxCsmyD2WtLvAmfLi
4WNLuraCuwiCV6WEyHYR7YhCdDSrPRYCbMaqKC6vqpYMjG2drGaqnCEc89U3EMG6X5xSeChbx9wWtE3s1iM4yafQ,1741539759,2025-03-09T17:02:39.000Z,TOKEN SWAP,7ixZ2ZTiLD1zVTdAPDPL5mM89X97XeQKXrNWj3hUU6SJ,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,376850593342,6,So11111111111111111111111111111111111111112,111047897293,9,14234.12,E6YoRP3adE5XYneSseLee15wJshDxCsmyD2WtLvAmfLi,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|E6YoRP3adE5XYneSseLee15wJshDxCsmyD2WtLvAmfLi
2BfXtJuJc6PD42GqdAHQxEerJFYgMBNGL6oDRmYbrFUSpK6ewEv2nR6tr9ixP4u5BAJ59L9NMkJHG6Y2YmuFCFGF,1741539759,2025-03-09T17:02:39.000Z,TOKEN SWAP,7ixZ2ZTiLD1zVTdAPDPL5mM89X97XeQKXrNWj3hUU6SJ,So11111111111111111111111111111111111111112,110979133779,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,376909402970,6,14225.31,E6YoRP3adE5XYneSseLee15wJshDxCsmyD2WtLvAmfLi,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|E6YoRP3adE5XYneSseLee15wJshDxCsmyD2WtLvAmfLi
4vBMr5qCm5P9xy9NXpeANRJvzkQAE5TvmHCF35JSKpNjxhEnkrP3tQwL7NuAkPiNmDXLuYcHnztE1nimSejB1M3k,1741539758,2025-03-09T17:02:38.000Z,TOKEN SWAP,HLTpHPyNWbC4xsQskcNhS7es4f9DC1KKfNHBm3KresuC,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,821209317718,6,So11111111111111111111111111111111111111112,239910144883,9,30751.68,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma
2yv9WH7g4375AhfwdVWSb6iFpSXCXeZQeFKrRVXna5FonzhavpdxsWx6oootwkMbaf54ayKMS6HrdurtUS88JYs,1741539721,2025-03-09T17:02:01.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,590121393373,6,So11111111111111111111111111111111111111112,181282228053,9,23236.76,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4BfQUj5QG692zcpQamk7B45u3keTPKSPDAoAarAjwq6dYiC6a8Ctiz4cwSHVksDAMjo9KJg8QHSephWuumZwK8pr,1741539721,2025-03-09T17:02:01.000Z,TOKEN SWAP,HLTpHPyNWbC4xsQskcNhS7es4f9DC1KKfNHBm3KresuC,So11111111111111111111111111111111111111112,204100969960,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,661749288618,6,26161.66,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma
rGdVb9SeaeuNd2uP42ZjXpQiosBRpiW9funwE6X2VQXUVjP4mR8yoWdDZvYP8rYRae8D3BNabsXUtv1ViRSb6Q1,1741538133,2025-03-09T16:35:33.000Z,AGG TOKEN SWAP,7nVmTGNmQuq85QBcW44LVNaTzfHBfFLhwVAmaYdMRwwS,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,329555390000,6,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,12387668045,6,12387.67,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|obriQD1zbpyLz95G5n7nJe6a4DPjpFwa5XYPoNm113y|swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ
4arTxCj3eeLzccEM6Qf4vmicyP8ZY9ws1YMhkGAmZeC6n8evVbq9JiNFcY4PWKKhEmQTt3XZgDEWcpLycWk3StQ2,1741525332,2025-03-09T13:02:12.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,So11111111111111111111111111111111111111112,89318538491,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,320141513334,6,12104.45,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
2ZzcL8oUKDyGAT5QPtF6wWwDwymcNf8qm8zxjGt7ar2jBostrzLRxACzUQFoUjjGbx1j292jbhycMz3iuMd5uKaj,1741525332,2025-03-09T13:02:12.000Z,TOKEN SWAP,Aeh8dDewxERjp7PEb7xvtNsD2Y7EcQ9EXfJFZcf2DnYW,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,350560387970,6,So11111111111111111111111111111111111111112,97250168515,9,13179.34,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS
45askRHQFpaY2Lkm5UAvHnu73VFC35x5tMu5GqXqojpWqRD13HBLjPk2SJVx3Ai8k2GUcTtt5HjmtJq9JSR3mhCk,1741461398,2025-03-08T19:16:38.000Z,AGG TOKEN SWAP,JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,300000000000,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,11071435856,6,11071.44,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe
CuEi1DL3hibcLt3TQ1n8HCr1rTck3f7Hr8yThu12KpvekQVUAK5WReMxxVnkGSMv23uiMTcbTr1CPEZgDiK1JiX,1741461330,2025-03-08T19:15:30.000Z,AGG TOKEN SWAP,JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,300000000000,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,11108863659,6,11108.86,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
4figtybVRcfPgG3LKw8MszkwsHkzvRzfFAyRkNiwe1YvbugfcyPE6R9mFQnBmPzwyGLKaNVdpJSwKdVSWsUC33De,1741461273,2025-03-08T19:14:33.000Z,AGG TOKEN SWAP,JD38n7ynKYcgPpF7k1BhXEeREu1KqptU93fVGy3S624k,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,300000000000,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,11243482696,6,11243.48,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
j8DJwNZo4JDybyDRSxS7Bu4dYWivJp6TH2xSBs38gRcYd3e4weXVxj3ePCE3Z1JAxBHd268LyN6oofE8LreEoV3,1741461215,2025-03-08T19:13:35.000Z,AGG TOKEN SWAP,JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,300000000000,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,11264134726,6,11264.13,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|SoLFiHG9TfgtdUXUjWAxi3LtvYuFyDLVhBWxdMZxyCe
5kNE6mpndYMEQVZeuPSqMJKrrnBp8aWo4pFpEDKuh4ievZCZA7XD5aTcTG2GohXDzYZPwFGQpbGU755x4H89wgb8,1741461146,2025-03-08T19:12:26.000Z,AGG TOKEN SWAP,JD25qVdtd65FoiXNmR89JjmoJdYk9sjYQeSTZAALFiMy,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,300000000000,6,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,11288869902,6,11288.87,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
5LxcTzTrigHEUhEd7yEr9iQPUEr5Fc95H9QZnZ5zVp6PTmQpRKyHy14QRhrtHGcfhjEZwY2L5E7LXpS5eChrv9Ff,1741457140,2025-03-08T18:05:40.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,So11111111111111111111111111111111111111112,94812188844,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,334990290699,6,12965.57,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
47MQ6J27GwMgQUvx3EpjgymdsmYneaXaK5NDxKC1K7XUyJEtTKSUbPDwCy4fCx2MH4ZXiPamYxqn9b41tZdYbdtp,1741457140,2025-03-08T18:05:40.000Z,TOKEN SWAP,74psEfMJa1dovvYHE9wPHzZKiM3ANvBMUwspN4Fdr3RN,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,485905264316,6,So11111111111111111111111111111111111111112,137506239228,9,18803.98,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma
5vCc6VGqBbP8Cx8oN6pihEBmCyEirjNjjxHA7xq7nakhanpeMMRfiZ43rBM6dLSogXLEozkXqVobMP2jwTBjCLAx,1741452954,2025-03-08T16:55:54.000Z,TOKEN SWAP,MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,345551600320,6,So11111111111111111111111111111111111111112,100335139734,9,13640.56,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8
2EdtN7vDrZoz2dZwtrTVu22Q5aAVACiZqnjqWWJV5463nbg6tP9iCTgTT75uhndyxEShc4UpGaf5X9kX7hpcxUEa,1741452954,2025-03-08T16:55:54.000Z,TOKEN SWAP,74psEfMJa1dovvYHE9wPHzZKiM3ANvBMUwspN4Fdr3RN,So11111111111111111111111111111111111111112,138369483103,9,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,475481253244,6,18811.33,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma
4zLaeqeSAv8zZFyKVnMCJFi4YZmxwu58hYNxxXGWFo5u1TzsaQUdow2pLrzw7qmZQvwCPRkit4hVzWJBpLiWyyHL,1741442361,2025-03-08T13:59:21.000Z,TOKEN SWAP,9Hevn5JmemYpWSJ7cZJYVCrvKzEhD5SbLit7Cm1VS12m,DKu9kykSfbN5LBfFXtNNDPaX35o4Fv6vJ9FKk7pZpump,351332143722,6,So11111111111111111111111111111111111111112,100546260256,9,13859.3,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma
